x,y,inside
0.93090719,0.75543863,0
0.61700690,0.96447933,0
0.38127649,0.05627595,1
0.22319810,0.66539562,1
0.62407601,0.27610144,1
0.37260225,0.96510166,0
0.04688458,0.08219423,1
0.14906129,0.54308826,1
0.42384979,0.23552737,1
0.58870250,0.56485647,1
0.06222773,0.82051820,1
0.40745154,0.62579739,1
0.52297032,0.11046938,1
0.95437843,0.33858624,0
0.65216750,0.86770016,0
0.17496367,0.62530971,1
0.15036590,0.15283112,1
0.68291467,0.30541536,1
0.50970000,0.09843740,1
0.27039286,0.35102639,1
0.09614711,0.74067098,1
0.50399309,0.75231618,1
0.95700580,0.29715729,0
0.57513607,0.61728549,1
0.58166999,0.39293292,1
0.65587831,0.28733394,1
0.61668187,0.67233282,1
0.18765983,0.76288885,1
0.47378397,0.78277707,1
0.45999441,0.40398696,1
0.31329268,0.80543971,1
0.06810704,0.37822816,1
0.27324235,0.98013717,0
0.61233091,0.73001832,1
0.58767074,0.87520236,0
0.14556520,0.71324003,1
0.88666332,0.97610313,0
0.05031222,0.24555624,1
0.32714549,0.74608916,1
0.38793823,0.25033349,1
0.79843587,0.31983581,1
0.88155347,0.80397260,0
0.12570450,0.41697979,1
0.38274184,0.75696319,1
0.71746999,0.62378603,1
0.45849097,0.31784976,1
0.64803249,0.69998986,1
0.04843067,0.25939563,1
0.28694326,0.10443590,1
0.55039757,0.08650143,1
0.68753189,0.13028115,1
0.70258665,0.89519370,0
0.87074661,0.22743972,1
0.92766452,0.41047758,0
0.52600199,0.75172466,1
0.27059263,0.72636235,1
0.19072436,0.25478044,1
0.00779348,0.95692569,1
0.60669947,0.81396466,0
0.64116716,0.95218515,0
0.36855346,0.85198319,1
0.12875874,0.68616235,1
0.05509968,0.45446530,1
0.92934775,0.14871369,1
0.65383589,0.03888455,1
0.84007514,0.53394186,1
0.21534559,0.81397671,1
0.01698724,0.34491599,1
0.04813160,0.37616125,1
0.67136437,0.96197176,0
0.63908482,0.55721402,1
0.60758686,0.83406889,0
0.59005678,0.61400318,1
0.40665764,0.98881745,0
0.78804696,0.35417923,1
0.59558326,0.38693622,1
0.40352124,0.85860944,1
0.86381811,0.15187225,1
0.73143488,0.90018195,0
0.06422020,0.49536049,1
0.77362591,0.91956037,0
0.28909332,0.68320692,1
0.04507924,0.08597443,1
0.97221196,0.17609671,1
0.22679481,0.88013548,1
0.50106281,0.77401876,1
0.73755389,0.22377290,1
0.15752730,0.89777803,1
0.73019433,0.11761238,1
0.69459224,0.35752875,1
0.37445128,0.70659792,1
0.18953246,0.34109479,1
0.65211415,0.11113036,1
0.05735677,0.24220076,1
0.07454003,0.61184907,1
0.15044796,0.33966562,1
0.25917313,0.74543118,1
0.94702291,0.46847400,0
0.80182350,0.78692204,0
0.96278191,0.75669932,0
0.55832118,0.12234470,1
0.30542582,0.93682033,1
0.67405319,0.67690116,1
0.38553947,0.87636995,1
0.01647669,0.36250460,1
0.94786322,0.59452963,0
0.65757340,0.08648109,1
0.03177691,0.44104883,1
0.87031591,0.48962778,1
0.93443871,0.16202809,1
0.75959557,0.34619573,1
0.38492984,0.33484545,1
0.61666310,0.29280785,1
0.32673317,0.63274330,1
0.29648209,0.83022004,1
0.15022875,0.60664469,1
0.56654030,0.08412352,1
0.01693873,0.43234935,1
0.84503669,0.38962471,1
0.34230131,0.30252147,1
0.04960156,0.99468881,1
0.44058254,0.57146877,1
0.70062590,0.18155938,1
0.54335982,0.60377467,1
0.59897608,0.89313656,0
0.29910389,0.29005739,1
0.09779350,0.97733724,1
0.88339162,0.71236253,0
0.74549460,0.00043180,1
0.12250408,0.55936462,1
0.75505131,0.11438286,1
0.23659161,0.58273798,1
0.45155033,0.40557259,1
0.59710795,0.92091620,0
0.43377304,0.73724604,1
0.39988515,0.01112159,1
0.47191638,0.15139368,1
0.85381383,0.44724643,1
0.02980183,0.88852668,1
0.55980498,0.58724171,1
0.30924228,0.13420852,1
0.52372044,0.88078141,0
0.84804368,0.36126557,1
0.88317925,0.25126231,1
0.31497920,0.33215761,1
0.24627122,0.83224547,1
0.45040181,0.47301829,1
0.44122726,0.23638470,1
0.79210764,0.77186447,0
0.25648823,0.73024702,1
0.86243129,0.73164713,0
0.57079762,0.07514060,1
0.75154793,0.52102643,1
0.29498449,0.51052052,1
0.15164311,0.90412068,1
0.10438037,0.60543323,1
0.01951252,0.41747308,1
0.71377224,0.72933722,0
0.69094861,0.20892547,1
0.69191593,0.52085066,1
0.13499174,0.30764756,1
0.28000900,0.70692235,1
0.62132370,0.21467195,1
0.66453224,0.89387316,0
0.75038517,0.98396051,0
0.44201699,0.15433203,1
0.02139594,0.32723701,1
0.36906081,0.90262330,1
0.26806700,0.31387857,1
0.22725444,0.73383975,1
0.90146393,0.32887399,1
0.85018843,0.58540183,0
0.24818622,0.01796619,1
0.95158064,0.84707254,0
0.72754943,0.25162518,1
0.16016829,0.23002267,1
0.60955709,0.72864759,1
0.78581232,0.56833905,1
0.41061637,0.82122725,1
0.19412130,0.60245287,1
0.57466757,0.93613553,0
0.47876981,0.58214808,1
0.80398488,0.89735591,0
0.98081106,0.47677740,0
0.48827165,0.41728824,1
0.11562811,0.37807190,1
0.71931994,0.65863836,1
0.33517805,0.84483045,1
0.68286687,0.74744147,0
0.35357815,0.30718371,1
0.67150319,0.43748283,1
0.69060212,0.71898621,1
0.79076761,0.26406437,1
0.09079774,0.61692470,1
0.99778408,0.93360037,0
0.21263339,0.37507308,1
0.13403484,0.25923997,1
0.42788270,0.51502401,1
0.77562827,0.81873542,0
0.46751416,0.03562470,1
0.53072065,0.63133991,1
0.06197622,0.70450705,1
0.33455902,0.92098272,1
0.36248919,0.57624912,1
0.61885619,0.78508449,1
0.52414751,0.11424072,1
0.63886470,0.56452209,1
0.90784562,0.29923320,1
0.89922291,0.47202384,0
0.27803001,0.28261667,1
0.25474173,0.68072152,1
0.99261969,0.48033065,0
0.23221190,0.02809551,1
0.84911877,0.71066326,0
0.05141376,0.56988525,1
0.94503748,0.39031178,0
0.41951445,0.88716656,1
0.25051615,0.85455817,1
0.20378941,0.45789945,1
0.36722758,0.49457091,1
0.74355596,0.76148504,0
0.16542254,0.54339749,1
0.49673349,0.04502797,1
0.38578248,0.05817023,1
0.53472078,0.00097625,1
0.49673882,0.86883754,0
0.33089423,0.46600080,1
0.17700152,0.73116857,1
0.17522877,0.47539967,1
0.74139994,0.91687888,0
0.05176773,0.80260432,1
0.67447209,0.56677002,1
0.81756353,0.99720174,0
0.86265051,0.56286949,0
0.61476004,0.42286462,1
0.69840324,0.12906198,1
0.69888943,0.70295137,1
0.17208506,0.69264013,1
0.45819414,0.91295522,0
0.35784039,0.08153658,1
0.19411935,0.88136566,1
0.85935807,0.28370658,1
0.02760207,0.66355646,1
0.64229745,0.94600105,0
0.62267518,0.85786825,0
0.40844256,0.73216957,1
0.32130748,0.57077879,1
0.78289914,0.71210063,0
0.76731050,0.09919287,1
0.70287353,0.24069111,1
0.14088227,0.38533482,1
0.31067139,0.77963084,1
0.70017600,0.62227219,1
0.39589238,0.05826960,1
0.74071217,0.21218486,1
0.91885531,0.75239450,0
0.96429819,0.80104774,0
0.46481666,0.56352669,1
0.33434319,0.85675561,1
0.73931623,0.16445051,1
0.45270607,0.60910147,1
0.38626349,0.72248054,1
0.25878024,0.57924932,1
0.69458467,0.33820152,1
0.46664557,0.74731660,1
0.82866669,0.52840960,1
0.50567800,0.23289038,1
0.85167468,0.84257019,0
0.92820764,0.24981506,1
0.79295141,0.96057761,0
0.66280997,0.33009458,1
0.47140279,0.67896146,1
0.44831792,0.65541023,1
0.56573242,0.36518946,1
0.56565648,0.03542681,1
0.71152687,0.33928356,1
0.74576718,0.73475450,0
0.07872910,0.02481471,1
0.89116645,0.68792057,0
0.79218590,0.12675659,1
0.94475806,0.65047538,0
0.97621036,0.05653887,1
0.14896956,0.48640522,1
0.18637243,0.06494330,1
0.34015620,0.01569694,1
0.65647751,0.95359838,0
0.70090884,0.58545291,1
0.13076107,0.54973954,1
0.54171300,0.22360104,1
0.99822658,0.71060473,0
0.98869187,0.37362197,0
0.44744918,0.52066690,1
0.71458763,0.88011581,0
0.88367307,0.64727938,0
0.26326510,0.13899900,1
0.11640661,0.90430146,1
0.73132885,0.02927534,1
0.04672953,0.95619166,1
0.39683381,0.57814014,1
0.82931048,0.58537555,0
0.60339731,0.08983111,1
0.79648328,0.12910308,1
0.17420009,0.37894341,1
0.30176270,0.95271933,1
0.69915074,0.35716820,1
0.42225599,0.67250717,1
0.57107258,0.60872471,1
0.14494488,0.20468128,1
0.71795863,0.74690551,0
0.85184264,0.86593080,0
0.11106364,0.53352469,1
0.96189183,0.78097683,0
0.45159882,0.50416875,1
0.53451091,0.71554899,1
0.59275818,0.02691191,1
0.65949792,0.57484508,1
0.15952396,0.64824986,1
0.99874359,0.99070537,0
0.49206087,0.47358248,1
0.45674488,0.55178481,1
0.35989088,0.19336905,1
0.38529360,0.17484210,1
0.68855846,0.49178705,1
0.98712134,0.70350736,0
0.71021110,0.50759566,1
0.69388580,0.29564646,1
0.15822957,0.38963738,1
0.47367015,0.43140855,1
0.24831976,0.77717841,1
0.05570584,0.52992481,1
0.95728546,0.11705802,1
0.91839290,0.76507980,0
0.71060729,0.00002592,1
0.52254766,0.65902925,1
0.28368485,0.45228073,1
0.08095402,0.03125729,1
0.60467726,0.81502259,0
0.00883123,0.86456716,1
0.12985840,0.86534494,1
0.58479828,0.08886225,1
0.51899529,0.91281450,0
0.15062609,0.22623667,1
0.98000240,0.65602291,0
0.61936796,0.65198034,1
0.11292303,0.96790749,1
0.98041499,0.92250717,0
0.54194713,0.88973296,0
0.60251188,0.78654170,1
0.11311874,0.08150925,1
0.24007642,0.10839833,1
0.29820207,0.49602875,1
0.90767509,0.72693533,0
0.17208833,0.76015711,1
0.05535626,0.06852756,1
0.50472659,0.57801288,1
0.90685135,0.82729232,0
0.96342701,0.39134303,0
0.35852838,0.51810247,1
0.34304491,0.35172808,1
0.25241360,0.17367148,1
0.78863180,0.09870700,1
0.60474277,0.63704664,1
0.19689947,0.12714867,1
0.47098362,0.76887757,1
0.27915668,0.79496056,1
0.86851662,0.24116500,1
0.66406423,0.45835516,1
0.78925908,0.25059208,1
0.42396364,0.41134706,1
0.93136823,0.96139646,0
0.65287483,0.14118946,1
0.76134652,0.10153035,1
0.83491081,0.82704657,0
0.02330408,0.97114962,1
0.67612743,0.00533120,1
0.51598537,0.59871340,1
0.42179000,0.75167763,1
0.55160493,0.87380677,0
0.92977774,0.78158075,0
0.44893259,0.94635272,0
0.52137172,0.39183363,1
0.22797182,0.30765939,1
0.30135319,0.27625343,1
0.00509001,0.46498594,1
0.87827569,0.87664151,0
0.73264462,0.27283123,1
0.55550921,0.51107121,1
0.11748707,0.48146242,1
0.89644879,0.82241088,0
0.56350976,0.62724632,1
0.93362224,0.92903745,0
0.65766793,0.42864040,1
0.75585645,0.29530135,1
0.34288535,0.96401906,0
0.94638914,0.05765577,1
0.01102396,0.73071951,1
0.80032301,0.89144361,0
0.78308660,0.65105408,0
0.59096575,0.04352800,1
0.55222088,0.35956085,1
0.75134134,0.59308475,1
0.84384894,0.35350221,1
0.10297129,0.98098683,1
0.53196263,0.56921893,1
0.98771507,0.03712333,1
0.95626479,0.83938223,0
0.38972133,0.82089150,1
0.65208900,0.21482171,1
0.32397935,0.47412995,1
0.60913730,0.35276195,1
0.77517450,0.29655030,1
0.13627681,0.96345687,1
0.18070349,0.43731672,1
0.41624320,0.56919307,1
0.67448890,0.37418935,1
0.46938598,0.27163643,1
0.05275989,0.01847458,1
0.94196200,0.75517106,0
0.23461170,0.33018270,1
0.41530353,0.61899298,1
0.03414379,0.58604646,1
0.71680713,0.32259470,1
0.72493166,0.17825291,1
0.36906871,0.31902230,1
0.13161416,0.61122948,1
0.51677114,0.79761255,1
0.17929266,0.64502764,1
0.71821195,0.18863533,1
0.66152215,0.52041703,1
0.79512763,0.86297554,0
0.45019916,0.13511594,1
0.63321400,0.35689843,1
0.90284222,0.65171987,0
0.49149740,0.82212657,1
0.35809958,0.95847267,0
0.00407666,0.67540818,1
0.79875612,0.43743160,1
0.56373197,0.13630854,1
0.00048407,0.68865973,1
0.61608326,0.75115842,1
0.04053902,0.51859486,1
0.92098325,0.41077274,0
0.06312416,0.12763226,1
0.06600022,0.28482690,1
0.41512457,0.66760576,1
0.11758630,0.09862813,1
0.08079551,0.99006170,1
0.35554594,0.64854312,1
0.25402194,0.83669239,1
0.30616340,0.65854359,1
0.88966370,0.38125357,1
0.00017157,0.28796378,1
0.65186739,0.32980630,1
0.29931325,0.34934011,1
0.17761286,0.55861151,1
0.47749564,0.01920036,1
0.52788740,0.23881575,1
0.85570264,0.41527528,1
0.09284622,0.38417229,1
0.99966431,0.75011438,0
0.99093491,0.03739141,1
0.47073999,0.09484793,1
0.26515052,0.49690256,1
0.94015729,0.62494236,0
0.72479147,0.14770934,1
0.31504744,0.55978370,1
0.14634851,0.45480317,1
0.73807836,0.16810475,1
0.24284150,0.37805733,1
0.98998511,0.26391312,0
0.02801467,0.12984145,1
0.39409083,0.25533780,1
0.60726255,0.75835687,1
0.00769341,0.19985361,1
0.40805033,0.17451687,1
0.00446546,0.75920326,1
0.78880918,0.51500434,1
0.14951696,0.16696763,1
0.18152031,0.48527196,1
0.14462374,0.39868051,1
0.82438666,0.47909865,1
0.48580018,0.53591007,1
0.33137283,0.68472379,1
0.74113691,0.32210022,1
0.57149053,0.01922473,1
0.19250301,0.79246968,1
0.95054865,0.14636822,1
0.38457027,0.40463498,1
0.12182187,0.53643632,1
0.21635261,0.70487893,1
0.92135316,0.87768281,0
0.06397855,0.39627147,1
0.35149020,0.29999068,1
0.42306438,0.89537829,1
0.60828143,0.95410424,0
0.92549312,0.46302024,0
0.86725998,0.56875098,0
0.12142728,0.16338052,1
0.79798508,0.27493870,1
0.95696300,0.56906027,0
0.55198568,0.54087174,1
0.42965499,0.99869245,0
0.25332373,0.00257850,1
0.97104967,0.31528369,0
0.03093624,0.43251088,1
0.36068097,0.43937057,1
0.75458086,0.23648794,1
0.01202171,0.64050853,1
0.65019113,0.50642073,1
0.93800944,0.09451910,1
0.16525100,0.53922534,1
0.76206601,0.59226608,1
0.91471517,0.40687150,0
0.21724647,0.84278208,1
0.92433065,0.65411037,0
0.87292087,0.04846621,1
0.11501108,0.19605967,1
0.06643548,0.49487147,1
0.43094683,0.57803696,1
0.32158959,0.27015135,1
0.09444097,0.73895955,1
0.19991222,0.26147401,1
0.45377171,0.74212587,1
0.89534974,0.08734963,1
0.73957801,0.97723186,0
0.81540161,0.60997695,0
0.53834659,0.02439301,1
0.02382812,0.00787982,1
0.61509591,0.83558726,0
0.48174435,0.09187526,1
0.69205946,0.05287736,1
0.44053856,0.21083581,1
0.07022022,0.30535787,1
0.17307083,0.41507566,1
0.99901038,0.43729788,0
0.88878554,0.86671233,0
0.09250218,0.45827138,1
0.30124915,0.27891132,1
0.13017954,0.92707103,1
0.53624332,0.06304225,1
0.27687702,0.15367077,1
0.22776157,0.18503711,1
0.31422085,0.84337729,1
0.97174037,0.43752736,0
0.06122025,0.63465697,1
0.38948464,0.27937713,1
0.12431143,0.57800180,1
0.95469594,0.80004829,0
0.26522267,0.20036674,1
0.57134449,0.31068391,1
0.63670498,0.26024115,1
0.90196848,0.16372384,1
0.85567057,0.84776235,0
0.93375987,0.59834284,0
0.06258436,0.47655320,1
0.71175343,0.78814143,0
0.81417000,0.82217366,0
0.65846699,0.57058281,1
0.10154993,0.89175785,1
0.28961641,0.16774586,1
0.46063507,0.80122721,1
0.51748550,0.31870565,1
0.81405169,0.02105182,1
0.97134447,0.72225147,0
0.33079308,0.11662146,1
0.86515027,0.57429534,0
0.74276388,0.21104108,1
0.39859825,0.82680464,1
0.55605602,0.21586584,1
0.24756892,0.62798649,1
0.25224957,0.50868976,1
0.75802898,0.71960205,0
0.64974183,0.48231506,1
0.58696324,0.29473552,1
0.48240593,0.40028414,1
0.40324104,0.11471993,1
0.87598771,0.02771297,1
0.70965326,0.10004639,1
0.03419321,0.63749921,1
0.13811913,0.40845895,1
0.88181174,0.24141964,1
0.14775215,0.20078464,1
0.59761703,0.97350681,0
0.11787830,0.66494894,1
0.62385643,0.54049248,1
0.01782410,0.88782883,1
0.38697138,0.94346082,0
0.15132478,0.49318859,1
0.98044318,0.11946320,1
0.11093944,0.97295511,1
0.99748975,0.17560057,0
0.69292092,0.05979086,1
0.16162694,0.87610263,1
0.92509341,0.39251542,0
0.67896551,0.96527404,0
0.18744646,0.06156318,1
0.50161916,0.53864008,1
0.12565865,0.89583236,1
0.27568662,0.75640410,1
0.59108943,0.30939379,1
0.42297634,0.70484895,1
0.34551126,0.01580276,1
0.81427926,0.59523958,0
0.38669893,0.89907503,1
0.09774765,0.36708120,1
0.02101548,0.96625924,1
0.23086900,0.45988411,1
0.43167254,0.37415105,1
0.77351213,0.92694521,0
0.81614989,0.53741831,1
0.20675720,0.41904762,1
0.27025643,0.87454039,1
0.36716062,0.91759259,1
0.60737383,0.75661612,1
0.49634707,0.72679037,1
0.93159539,0.94947934,0
0.73356718,0.08902703,1
0.97893399,0.81585968,0
0.63068151,0.65796924,1
0.94526774,0.58824778,0
0.74471462,0.96230465,0
0.79795718,0.48924887,1
0.14359838,0.19108902,1
0.35841182,0.43820527,1
0.35264650,0.03592553,1
0.33988473,0.17728227,1
0.90733564,0.09048235,1
0.92905474,0.19114469,1
0.85954422,0.15937422,1
0.48244193,0.40395728,1
0.40822905,0.84384549,1
0.21125375,0.12367472,1
0.76636124,0.88392168,0
0.14829901,0.81926709,1
0.27586660,0.54523182,1
0.88210768,0.03557334,1
0.04472549,0.09370067,1
0.90782470,0.74304801,0
0.49100673,0.26607674,1
0.54029083,0.28123060,1
0.73445237,0.31147790,1
0.25608426,0.19268000,1
0.23543283,0.07671191,1
0.10129856,0.42780927,1
0.68733013,0.55211961,1
0.29133412,0.05961871,1
0.88989842,0.21216223,1
0.44154489,0.36977684,1
0.47874460,0.79370040,1
0.89633214,0.02401709,1
0.02960549,0.03710997,1
0.06227113,0.00949019,1
0.25154606,0.63000262,1
0.84102476,0.53324050,1
0.83177853,0.07100701,1
0.26479098,0.83510047,1
0.12911402,0.55872309,1
0.36161768,0.66151881,1
0.20561919,0.48303646,1
0.13662288,0.25615898,1
0.13816778,0.10543524,1
0.44156495,0.93596840,0
0.09893090,0.30457631,1
0.41896492,0.05142393,1
0.01140239,0.92256558,1
0.59102267,0.06358682,1
0.25474426,0.69465792,1
0.59969389,0.18576269,1
0.15086140,0.02131189,1
0.61363894,0.51851594,1
0.89142829,0.97096574,0
0.39344314,0.42443582,1
0.93561977,0.41891870,0
0.01754287,0.40222991,1
0.39425817,0.50872922,1
0.83255029,0.01056132,1
0.67734462,0.31937608,1
0.83703041,0.00245998,1
0.95985144,0.83104628,0
0.31111237,0.19844578,1
0.37737969,0.90009820,1
0.82945198,0.64582396,0
0.70716214,0.52796859,1
0.37323368,0.80353582,1
0.32281610,0.80271107,1
0.60229254,0.98549449,0
0.29896688,0.37179500,1
0.53739655,0.65724659,1
0.48592594,0.74413311,1
0.46976691,0.93206853,0
0.94427758,0.91820955,0
0.39137152,0.49712667,1
0.13230464,0.28580698,1
0.79704148,0.91364336,0
0.38708428,0.33984900,1
0.24848497,0.70820534,1
0.32133940,0.01046942,1
0.09081621,0.12471253,1
0.85786241,0.21307699,1
0.80805296,0.45630157,1
0.08406018,0.77843708,1
0.54320729,0.22969760,1
0.11715250,0.26474446,1
0.61255378,0.20821828,1
0.81751204,0.69150501,0
0.23177758,0.85304147,1
0.46858168,0.21600930,1
0.58790207,0.58512640,1
0.44626647,0.37005317,1
0.96207601,0.84729922,0
0.71511012,0.06182507,1
0.67843437,0.46962410,1
0.37735370,0.46841630,1
0.94802517,0.54915857,0
0.62784135,0.50158274,1
0.29768133,0.27733484,1
0.65749818,0.93012023,0
0.25355709,0.58907562,1
0.22202627,0.50191212,1
0.41462982,0.24411981,1
0.46885881,0.26761609,1
0.86779076,0.37490350,1
0.12634411,0.66558814,1
0.75730014,0.09371775,1
0.87388331,0.90263134,0
0.23317848,0.38877073,1
0.28599104,0.84550637,1
0.01457578,0.23120932,1
0.35645980,0.17624839,1
0.87921101,0.36596367,1
0.52875525,0.69313353,1
0.11319125,0.06288088,1
0.57237065,0.42772436,1
0.01118445,0.04458360,1
0.82111418,0.35545683,1
0.77956653,0.98715210,0
0.57879972,0.29599658,1
0.62835449,0.19694114,1
0.75182098,0.37424651,1
0.28652942,0.12752864,1
0.70464480,0.52174991,1
0.60181177,0.43849224,1
0.68583411,0.31113660,1
0.77365327,0.22303662,1
0.97188514,0.18573138,1
0.71629328,0.34333202,1
0.64128226,0.99983144,0
0.48677102,0.51592225,1
0.94571811,0.85952657,0
0.41042006,0.50144273,1
0.68264139,0.32286826,1
0.88520253,0.42298722,1
0.37774518,0.72501057,1
0.87777597,0.35857749,1
0.61020321,0.59334618,1
0.63276905,0.75121075,1
0.52212012,0.93374044,0
0.41875982,0.45833912,1
0.22134706,0.44249830,1
0.00322743,0.14726265,1
0.86451280,0.29899564,1
0.89204383,0.05925372,1
0.15293676,0.70012140,1
0.79654413,0.70343989,0
0.43200096,0.74767762,1
0.63503987,0.20865723,1
0.57222074,0.75245982,1
0.12644680,0.25885326,1
0.32397851,0.06800307,1
0.25867835,0.67756337,1
0.76423442,0.70746905,0
0.78648132,0.87180388,0
0.05463146,0.08381022,1
0.82049638,0.40265957,1
0.14149961,0.72360069,1
0.65171885,0.18961991,1
0.12366337,0.89723992,1
0.64503354,0.59476238,1
0.91327596,0.96963406,0
0.64243728,0.53798491,1
0.91328430,0.98546070,0
0.01187004,0.14160444,1
0.53437519,0.40870130,1
0.96089166,0.32449448,0
0.68721372,0.55239815,1
0.40039608,0.16876373,1
0.33855563,0.57497120,1
0.57480514,0.89410770,0
0.79190975,0.29737011,1
0.72184032,0.81153989,0
0.62521964,0.12726969,1
0.06334473,0.33748907,1
0.54448497,0.20150803,1
0.59669006,0.61316538,1
0.67578256,0.03674508,1
0.46692786,0.15498890,1
0.39104784,0.02130630,1
0.98856592,0.52575678,0
0.32718280,0.15326904,1
0.89212847,0.74320817,0
0.98238987,0.71695858,0
0.91476715,0.33404630,1
0.75388783,0.67583954,0
0.08070264,0.85816938,1
0.16042352,0.24977736,1
0.44366241,0.46733570,1
0.35311988,0.32202965,1
0.34091049,0.44985512,1
0.24063866,0.82170331,1
0.11734497,0.72882187,1
0.31354862,0.55024040,1
0.34052998,0.93461365,1
0.99989885,0.59025812,0
0.34930930,0.95205557,0
0.02688499,0.57335711,1
0.62094808,0.22581059,1
0.04958994,0.56629539,1
0.23534516,0.29977149,1
0.12019932,0.57582641,1
0.07115539,0.06752872,1
0.46798649,0.87015843,1
0.01371754,0.04402780,1
0.09726259,0.82022405,1
0.45225576,0.66339821,1
0.88403225,0.29749441,1
0.65352267,0.80140966,0
0.72168982,0.96799934,0
0.64497733,0.01030600,1
0.88734204,0.52680254,0
0.87109518,0.41861692,1
0.40855902,0.13189660,1
0.32154882,0.88556355,1
0.59261203,0.24286632,1
0.29294333,0.57940209,1
0.50800931,0.44854489,1
0.73686874,0.68518060,0
0.20484227,0.72392964,1
0.08955218,0.85972899,1
0.80303401,0.72800714,0
0.12856811,0.15912135,1
0.50123268,0.98675919,0
0.51173711,0.38515159,1
0.29990679,0.61797142,1
0.69110328,0.78109246,0
0.62189770,0.17124337,1
0.92814392,0.76324242,0
0.52533937,0.21708685,1
0.94620442,0.25843430,1
0.82618290,0.04443309,1
0.04482244,0.10000256,1
0.34704906,0.82299256,1
0.80948353,0.89986330,0
0.66527045,0.01321592,1
0.86504251,0.47549599,1
0.75508577,0.50185466,1
0.52654111,0.37442899,1
0.66717005,0.15142985,1
0.24111186,0.00458768,1
0.04931145,0.68254805,1
0.01634909,0.75391710,1
0.10666182,0.08886833,1
0.89419466,0.51158565,0
0.97519553,0.93361431,0
0.46517280,0.60890311,1
0.44643930,0.25465080,1
0.07891136,0.81074524,1
0.56550437,0.67909670,1
0.48771828,0.98169112,0
0.50038856,0.27014795,1
0.41666290,0.29674795,1
0.78631020,0.36503404,1
0.73345816,0.20571364,1
0.46504432,0.09231911,1
0.96330959,0.47581306,0
0.08130817,0.62335438,1
0.64941591,0.29600722,1
0.59537423,0.82409310,0
0.71365058,0.96603453,0
0.92481083,0.08232674,1
0.35449809,0.16864328,1
0.85228598,0.21571572,1
0.87504345,0.17595187,1
0.74501485,0.98587930,0
0.17269915,0.36474869,1
0.06045790,0.59535778,1
0.77661783,0.63707823,0
0.72713292,0.44273576,1
0.20065257,0.84738290,1
0.91259879,0.41308773,0
0.73221034,0.58061862,1
0.72118443,0.77429456,0
0.38052908,0.63147801,1
0.84729898,0.05764585,1
0.52286953,0.28820202,1
0.37038231,0.61417788,1
0.68522656,0.80981785,0
0.89461219,0.51265746,0
0.62061632,0.19151567,1
0.36330205,0.95697135,0
0.97208059,0.28741437,0
0.30507427,0.48471832,1
0.90255797,0.06284655,1
0.42720023,0.45893723,1
0.07642449,0.63302398,1
0.81167710,0.09717243,1
0.42107511,0.77040219,1
0.75550133,0.81585830,0
0.32599327,0.59732419,1
0.86479872,0.71706009,0
0.02735812,0.98867869,1
0.63444525,0.51440972,1
0.50136203,0.96373272,0
0.15022150,0.57139504,1
0.19856097,0.25575963,1
0.50942457,0.97131127,0
0.21136780,0.82966679,1
0.43831462,0.34632546,1
0.51225853,0.94090474,0
0.03121394,0.00082762,1
0.46265692,0.35051921,1
0.57594907,0.56092757,1
0.75248510,0.61244833,1
0.80818182,0.47787526,1
0.62583166,0.73267871,1
0.10400030,0.90705287,1
0.77618366,0.04846970,1
0.21585608,0.72358257,1
0.66948622,0.09825826,1
0.89479584,0.83440530,0
0.79070187,0.34887961,1
0.48737705,0.94912124,0
0.14650343,0.81803578,1
0.67406577,0.30540341,1
0.18368801,0.84493935,1
0.18597981,0.44412887,1
0.66599584,0.83874029,0
0.64467502,0.26776409,1
0.03443351,0.70400167,1
0.65449315,0.44276860,1
0.28283483,0.96744609,0
0.98081225,0.57074338,0
0.90527296,0.89054716,0
0.03397377,0.26784816,1
0.55220807,0.72204816,1
0.73047620,0.08048819,1
0.12209549,0.49160501,1
0.68643838,0.76355761,0
0.10365064,0.64224708,1
0.28317502,0.32760981,1
0.66862935,0.53243816,1
0.93170208,0.89349437,0
0.04573382,0.68804419,1
0.46597949,0.30757046,1
0.44508854,0.55870038,1
0.36751312,0.80586267,1
0.51220143,0.78372395,1
0.17939834,0.08903620,1
0.62227279,0.75818115,1
0.74206012,0.30983785,1
0.83709502,0.52092469,1
0.46057388,0.71066070,1
0.43127549,0.90324748,0
0.34760696,0.30613357,1
0.99101853,0.10954890,1
0.42565027,0.01691893,1
0.19174832,0.10288506,1
0.96186978,0.51195598,0
0.48398477,0.60169387,1
0.12378541,0.28352749,1
0.14197819,0.97106826,1
0.00067016,0.63346332,1
0.86445791,0.18553004,1
0.28809184,0.37972081,1
0.96413028,0.58194852,0
0.10005625,0.66353559,1
0.31755733,0.28041092,1
0.48324066,0.93875587,0
0.14215179,0.70452768,1
0.40543449,0.71646160,1
0.77180225,0.73812830,0
0.09078485,0.11121000,1
0.39875907,0.17127609,1
0.30270037,0.62324256,1
0.48078981,0.49741358,1
0.73810101,0.91093785,0
0.10843628,0.43699262,1
0.67256743,0.25993988,1
0.57183301,0.76441288,1
0.23601408,0.66782302,1
0.07222039,0.47028199,1
0.14696741,0.44146478,1
0.33433548,0.26008460,1
0.31764132,0.31041449,1
0.45954260,0.35582256,1
0.28077722,0.04744867,1
0.02737981,0.68018138,1
0.47504708,0.91085345,0
0.10548220,0.39984220,1
0.46019456,0.53197271,1
